"county_prec","total_pop","total_latino","joinR","county_id.x","pct16","total_votes","pres_clinton","pres_trump","county","precinct.x","pct_clinton","pct_trump","cnty_votes","wt","pct_latino","county_class","precinct.y","reg_2012","votes_2012","obama","romney","county_id.y","cnty_votes_2012","wt_2012"
"06001209600",834.1865,130.4188,"06001209600","06001","001-209600",683,618,17,"06001","06001209600",0.904831625183016,0.0248901903367496,595005,0.0011478895135335,0.15634249655203,"Urban","209600",848,692,641,21,"06001",590116,0.00117265080085949
"06001209610",594.2914,57.801,"06001209610","06001","001-209610",476,417,18,"06001","06001209610",0.876050420168067,0.0378151260504202,595005,0.000799993277367417,0.0972603675570604,"Urban","209610",662,467,427,10,"06001",590116,0.00079136983237194
"06001209700",855.2721,196.7802,"06001209700","06001","001-209700",723,647,27,"06001","06001209700",0.894882434301521,0.037344398340249,595005,0.00121511583936269,0.23007905905033,"Urban","209700",867,676,605,29,"06001",590116,0.00114553748754482
"06001209710",734.0754,167.3197,"06001209710","06001","001-209710",673,596,15,"06001","06001209710",0.885586924219911,0.0222882615156018,595005,0.0011310829320762,0.227932580222686,"Urban","209710",861,645,587,20,"06001",590116,0.00109300544299765
"06001209800",1000.9246,157.6803,"06001209800","06001","001-209800",606,550,16,"06001","06001209800",0.907590759075908,0.0264026402640264,595005,0.0010184788363123,0.157534643468649,"Urban","209800",792,611,548,12,"06001",590116,0.00103538965220397
"06001209900",726,135,"06001209900","06001","001-209900",741,669,20,"06001","06001209900",0.902834008097166,0.0269905533063428,595005,0.00124536768598583,0.18595041322314,"Urban","209900",793,602,551,21,"06001",590116,0.00102013841346447
"06001213100",1252.6928,115.7913,"06001213100","06001","001-213100",883,773,61,"06001","06001213100",0.875424688561721,0.0690826727066818,595005,0.00148402114267947,0.0924339151626001,"Urban","213100",1047,894,738,118,"06001",590116,0.00151495638145721
"06001213300",1616.1404,87.9274,"06001213300","06001","001-213300",1139,926,141,"06001","06001213300",0.812993854258121,0.123792800702371,595005,0.00191426962798632,0.0544057929620471,"Urban","213300",1308,1114,867,212,"06001",590116,0.00188776443953392
"06001213400",498.8172,21.3623,"06001213400","06001","001-213400",513,453,33,"06001","06001213400",0.883040935672515,0.064327485380117,595005,0.000862177628759422,0.0428259089702601,"Urban","213400",679,575,472,86,"06001",590116,0.000974384697245965
"06001213500",1028.8755,40.1979,"06001213500","06001","001-213500",1112,962,97,"06001","06001213500",0.865107913669065,0.0872302158273381,595005,0.00186889185805161,0.0390697416742842,"Urban","213500",1182,989,787,172,"06001",590116,0.00167594167926306
"06001213600",682.5108,19.104,"06001213600","06001","001-213600",739,633,49,"06001","06001213600",0.856562922868742,0.0663058186738836,595005,0.00124200636969437,0.0279907658604084,"Urban","213600",798,676,564,77,"06001",590116,0.00114553748754482
"06001213700",801.5631,24.0594,"06001213700","06001","001-213700",632,545,47,"06001","06001213700",0.862341772151899,0.0743670886075949,595005,0.00106217594810128,0.0300156032631742,"Urban","213700",730,625,539,66,"06001",590116,0.00105911380135431
"06001213800",995.0986,24.9967,"06001213800","06001","001-213800",923,808,78,"06001","06001213800",0.875406283856988,0.0845070422535211,595005,0.00155124746850867,0.0251198222970065,"Urban","213800",1045,878,732,128,"06001",590116,0.00148784306814253
"06001213900",438.0344,27.6831,"06001213900","06001","001-213900",499,434,34,"06001","06001213900",0.869739478957916,0.0681362725450902,595005,0.000838648414719204,0.0631984611254276,"Urban","213900",572,493,397,85,"06001",590116,0.00083542896650828
"06001214100",825.0662,53.1127,"06001214100","06001","001-214100",708,607,49,"06001","06001214100",0.857344632768362,0.0692090395480226,595005,0.00118990596717675,0.0643738647880619,"Urban","214100",790,677,561,91,"06001",590116,0.00114723206962699
"06001214200",1118.7167,65.9027,"06001214200","06001","001-214200",980,845,76,"06001","06001214200",0.862244897959184,0.0775510204081633,595005,0.00164704498281527,0.0589091947943568,"Urban","214200",1124,976,791,149,"06001",590116,0.00165391211219489
"06001214300",636.8508,21.2433,"06001214300","06001","001-214300",553,473,47,"06001","06001214300",0.855334538878843,0.0849909584086799,595005,0.000929403954588617,0.0333567925171799,"Urban","214300",631,547,442,89,"06001",590116,0.000926936398945292
"06001214400",675.4325,68.854,"06001214400","06001","001-214400",639,567,36,"06001","06001214400",0.887323943661972,0.0563380281690141,595005,0.00107394055512139,0.101940608424972,"Urban","214400",711,634,517,99,"06001",590116,0.00107436504009381
"06001214500",575.2125,25.3844,"06001214500","06001","001-214500",584,530,27,"06001","06001214500",0.907534246575342,0.0462328767123288,595005,0.000981504357106243,0.0441304735206554,"Urban","214500",614,552,495,38,"06001",590116,0.000935409309356127
"06001214600",1038.2587,52.941,"06001214600","06001","001-214600",870,771,41,"06001","06001214600",0.886206896551724,0.0471264367816092,595005,0.00146217258678499,0.0509901819267202,"Urban","214600",1017,868,758,67,"06001",590116,0.00147089724732087
"06001214800",1215,101,"06001214800","06001","001-214800",996,888,33,"06001","06001214800",0.891566265060241,0.0331325301204819,595005,0.00167393551314695,0.0831275720164609,"Urban","214800",1076,940,853,38,"06001",590116,0.00159290715723688
"06001215100",846.0377,45.8279,"06001215100","06001","001-215100",854,772,13,"06001","06001215100",0.903981264637002,0.0152224824355972,595005,0.00143528205645331,0.0541676807073727,"Urban","215100",1103,913,862,13,"06001",590116,0.00154715344101838
"06001215120",762,85,"06001215120","06001","001-215120",1027,934,29,"06001","06001215120",0.909444985394352,0.0282375851996105,595005,0.00172603591566457,0.111548556430446,"Urban","215120",1139,997,901,43,"06001",590116,0.0016894983359204
